2900127593	2938690944	3007537083
2900298217	2987302349	2899478368
2900312178	2786198934	2751688886
2900459988	2953611638	2953246899
2900470550	2943056403	2916628745
2900487521	2607045400	2940552531
2900524642	3005466731	2970096436
2900531094	2927924433	2948012237
2900559324	2945453291	2951642636
2900573306	2969838090	3009944684
2900587877	2545316382	2912660065
2900595477	2939503538	2754728134
2900599876	2893463550	2784195389
2900616773	2949455283	2969607475
2900654821	2951397903	3009091000
2900790749	2939239448	2937556626
2900879308	2787473977	2991530444
2900900206	2961663897	2899478368
2900906990	3005854269	2902785946
2901008872	2950335938	2893230400
2901045486	2180092181	2953246899
2901077311	2769131622	2979515957
2901085550	2781620681	3009879036
2901086439	3006828542	2956106163
2901093070	2798515522	2971737394
2901247417	2797698028	2995755016
2901291904	2741623780	2887970844
2901307901	2803553068	2982378671
2901338647	2989427378	2776777826
2901416087	2930273985	2766102369
2901469772	2966108228	2973129161
2901478611	2798437152	2950502871
2901486421	2768908787	2921118685
2901499219	2984143727	2950937143
2901535455	3006250859	2944897960
2901537226	2893864478	2766102369
2901545974	2953316038	2769570009
2901552243	2998488580	2923172667
2901599654	2766283167	2982378671
2901660337	2977856604	2995755016
2901710196	2891702339	2964814532
2901751835	2982876919	3006668460
2901773810	2551937961	2889881553
2901813505	3004704245	2754718400
2901827878	2140713321	2787725528
2901839060	2897298524	2623705756
2901839369	2940534613	3011287032
2901846148	2798293082	2545316382
2901865741	2899992988	2728821832
2901939506	2975798666	2899657052
2901958889	2977230103	2995755016
2902002028	2954607598	2905759590
2902030013	2889713529	2943669262
2902031012	2995389015	2905677277
2902058571	2899992988	2950704505
2902075187	2971943625	2991530444
2902094809	2737168043	2943669262
2902131128	2901077311	2766102369
2902232562	2939483835	2916628745
2902264751	2806909486	2966866483
2902286620	2995356893	2782490852
2902296270	2952579993	2766102369
2902348614	2798397499	2885108794
2902369404	2996373091	2766102369
2902400410	2788193959	2963237824
2902438810	2785487749	2890183881
2902452957	2955839746	2982378671
2902494497	2935594133	2922301908
2902516314	2949411222	2809437241
2902623419	2990424029	2917796755
2902749952	2972353290	3005974022
2902776281	2924984885	2995755016
2902777869	2981523139	2773897692
2902785946	2917432362	2965685620
2902904812	2900595477	2768339145
2902907044	2919820522	2976702599
2902912462	2952059673	2950704505
2902989049	2259424905	2952003181
2903046518	2936102783	2776140736
2903073381	2783870679	3009879036
2903130652	2959988346	2955943532
2903172725	2980239556	2775085278
2903182522	3012470401	2766102369
2903183390	2766462876	3009879036
2903196970	2948930516	2999791567
2903199940	2992994864	3006056517
2903200123	2884585535	2951998515
2903336360	2993124349	2971326276
2903356604	2591674338	2932710705
2903367245	2989604998	2995892729
2903417407	2940274780	2912660065
2903478682	2793412206	2760277348
2903574704	2950604921	2806723288
2903612410	2960803587	2905589030
2903697572	2901813505	2592440977
2903723132	2402213890	2951471186
2903771406	3008246719	2996380287
2903795920	3005494263	2898876366
2903878515	2965409261	2885673189
2904022486	2798811024	2985386758
2904041269	2784647531	2797033345
2904116886	2978627957	2952864967
2904140919	2997264916	2969678456
2904167876	2949481348	2766102369
2904290346	2902030013	2982378671
2904388869	2945581894	2982378671
2904407111	2901093070	2768867425
2904411779	2964852314	2991703072
2904441038	2749210027	2999791567
2904453761	2766302693	2995356893
2904473683	2996238012	2980241036
2904501729	2995356893	2766102369
2904506438	2587534763	2966866483
2904517827	2796608345	2972049485
2904583902	2947224127	2969607475
2904608878	3004692581	2950502871
2904614653	2979375081	2967466692
2904616874	2513173501	2890276152
2904631866	3010275161	2971473245
2904639187	2395566064	3005974022
2904699287	2939292326	2894384847
2904724173	2949631406	2955665578
2904736059	2947675203	2964814532
2904885070	2947333088	2943770669
2904893058	3001160332	2889881553
2904925408	2945908093	2749432513
2904975007	2952436003	2980645564
2905043081	2981084009	3009879036
